snp	locus_gene	locus_entrez_id	distance_to_snp
rs34813609	F13B	2165	339961
rs34813609	ASPM	259266	384898
rs34813609	ZBTB41	360023	454450
rs34813609	CRB1	23418	568974
rs34813609	DENND1B	163486	805518
rs12722013	HLA-DPA1	3113	92
rs12722013	HLA-DPB1	3115	4757
rs12722013	HLA-DPB2	3116	31768
rs12722013	HLA-DOA	3111	71071
rs12722013	COL11A2	1302	81998
rs12722013	BRD2	6046	99178
rs12722013	HLA-DMA	3108	111589
rs12722013	RXRB	6257	112905
rs12722013	SLC39A7	7922	119762
rs12722013	HSD17B8	7923	123959
rs12722013	MIR219A1	407002	127152
rs12722013	RING1	6015	127812
rs12722013	HLA-DMB	3109	139613
rs12722013	HCG25	414765	168851
rs12722013	VPS52	6293	169589
rs12722013	RPS18	6222	191327
rs12722013	B3GALT4	8705	196449
rs12722013	WDR46	9277	198425
rs12722013	MIR6873	102466754	206544
rs12722013	PFDN6	10471	208619
rs12722013	MIR6834	102465501	209562
rs12722013	RGL2	5863	210971
rs12722013	TAPBP	6892	219011
rs12722013	PSMB9	5698	221098
rs12722013	TAP1	6890	226705
rs12722013	ZBTB22	9278	233723
rs12722013	PSMB8-AS1	100507463	234188
rs12722013	PSMB8	5696	235980
rs12722013	DAXX	1616	237875
rs12722013	TAP2	6891	241903
rs12722013	HLA-DOB	3112	263635
rs12722013	KIFC1	3833	310853
rs12722013	HLA-DQB2	3120	317149
rs12722013	PHF1	5252	329716
rs12722013	MIR3135B	100616218	330704
rs12722013	HLA-DQA2	3117	333468
rs12722013	HLA-DQA2	3118	333468
rs12722013	CUTA	51596	335759
rs12722013	SYNGAP1	8831	338978
rs12722013	MIR5004	100847012	357648
rs12722013	AL662789.1	102725019	361513
rs12722013	ZBTB9	221504	373287
rs12722013	HLA-DQB1	3119	412300
rs12722013	HLA-DQB1-AS1	106480429	419954
rs12722013	HLA-DQA1	3117	433621
rs12722013	GGNBP1	449520	459363
rs12722013	HLA-DRB1	3123	490835
rs12722013	BAK1	578	491864
rs12722013	LINC00336	401253	505423
rs12722013	HLA-DRB6	3128	520661
rs12722013	ITPR3	3710	539682
rs12722013	HLA-DRB5	3127	550396
rs12722013	UQCC2	84300	613610
rs12722013	MIR3934	100500873	617445
rs12722013	HLA-DRA	3122	635637
rs12722013	IP6K3	117283	640987
rs12722013	BTNL2	56244	673555
rs12722013	HCG23	414764	686997
rs12722013	LEMD2	221496	690519
rs12722013	C6orf10	10665	708771
rs12722013	MLN	4295	713990
rs12722013	LINC01016	100507584	786823
rs12722013	MIR7159	102466816	818452
rs12722013	NOTCH4	4855	856616
rs12722013	GPSM3	63940	885160
rs12722013	PBX2	5089	890497
rs12722013	AGER	177	896359
rs12722013	RNF5	6048	899890
rs12722013	MIR6833	102465500	900807
rs12722013	AGPAT1	10554	902587
rs12722013	MIR6721	102466190	910567
rs12722013	EGFL8	80864	912402
rs12722013	PPT2	9374	917003
rs12722013	MIR1275	100302123	919289
rs12722013	PRRT1	80863	926310
rs12722013	PRRT1	100507547	926310
rs12722013	GRM4	2914	937962
rs12722013	FKBPL	63943	950392
rs12722013	ATF6B	1388	952430
rs12722013	TNXB	7148	965349
rs28461437	TMEM8A	58986	3040
rs28461437	MRPL28	10573	3286
rs28461437	Z97634.1	100134368	8284
rs28461437	AXIN1	8312	21140
rs28461437	NME4	4833	22912
rs28461437	DECR2	26063	28013
rs28461437	RAB11FIP3	9727	51806
rs28461437	PDIA2	64714	86598
rs28461437	ARHGDIG	398	90803
rs28461437	RGS11	8786	97833
rs28461437	FAM234A	83986	104842
rs28461437	LUC7L	55692	144350
rs28461437	CAPN15	6650	153904
rs28461437	MIR5587	100847028	161503
rs28461437	MIR3176	100423037	169464
rs28461437	PRR35	146325	186609
rs28461437	HBQ1	3049	192632
rs28461437	PIGQ	9091	193182
rs28461437	NHLRC4	283948	193183
rs28461437	HBA1	3039	196291
rs28461437	HBA2	3040	200103
rs28461437	HBM	3042	207045
rs28461437	RAB40C	57799	215544
rs28461437	HBZ	3050	219310
rs28461437	NPRL3	8131	234953
rs28461437	WFIKKN1	117166	255426
rs28461437	METTL26	84326	260614
rs28461437	MCRIP2	84331	263004
rs28461437	MCRIP2	100287175	263004
rs28461437	WDR90	197335	275498
rs28461437	MPG	4350	287960
rs28461437	RHOT2	89941	294273
rs28461437	RHBDF1	64285	297458
rs28461437	RHBDL1	9028	301853
rs28461437	Z92544.1	105371184	304691
rs28461437	STUB1	10273	306411
rs28461437	JMJD8	339123	307858
rs28461437	WDR24	84219	310809
rs28461437	SNRNP25	79622	316144
rs28461437	FBXL16	146330	318685
rs28461437	POLR3K	51728	320185
rs28461437	METRN	79006	341302
rs28461437	FAM173A	65990	346768
rs28461437	WASIR2	100132169	348690
rs28461437	CCDC78	124093	348769
rs28461437	HAGHL	84264	353123
rs28461437	NARFL	64428	355940
rs28461437	MIR6859-4	103504738	356694
rs28461437	DDX11L10	727856	359723
rs28461437	DDX11L10	100287029	359723
rs28461437	MSLN	10232	386949
rs28461437	MIR662	724032	396370
rs28461437	RPUSD1	113000	411161
rs28461437	CHTF18	63922	414233
rs28461437	GNG13	51764	424228
rs28461437	PRR25	388199	431630
rs28461437	LMF1	64788	479821
rs28461437	LMF1-AS1	101929387	547220
rs28461437	SOX8	30812	607995
rs28461437	SSTR5-AS1	146336	690280
rs28461437	SSTR5	6755	704968
rs28461437	C1QTNF8	390664	716192
rs28461437	CACNA1H	8912	779308
rs28461437	TPSG1	25823	847838
rs28461437	TPSB2	64499	853459
rs28461437	TPSAB1	7177	866883
rs28461437	TPSD1	23430	882246
rs28461437	UBE2I	7329	935067
rs28461437	BAIAP3	8938	959788
rs28461437	TSR3	115939	975427
rs28461437	GNPTG	84572	978110
rs28461437	UNKL	64718	989392
rs193280350	REN	5972	10803
rs193280350	KISS1	3814	10820
rs193280350	GOLT1A	127845	18639
rs193280350	ETNK2	55224	27518
rs193280350	ERLNC1	101929441	36512
rs193280350	PLEKHA6	22874	39330
rs193280350	SOX13	9580	51778
rs193280350	LINC00628	127841	188910
rs193280350	PPP1R15B	84919	223866
rs193280350	PIK3C2B	5287	243107
rs193280350	SNRPE	6635	308971
rs193280350	ZC3H11A	9877	324522
rs193280350	ZBED6	9877	324522
rs193280350	ZBED6	100381270	324522
rs193280350	MDM4	4194	336858
rs193280350	LAX1	54900	403288
rs193280350	ATP2B4	493	435440
rs193280350	LRRN2	10446	437649
rs193280350	SNORA77	677843	449816
rs193280350	NFASC	23114	649130
rs193280350	OPTC	26254	670657
rs193280350	PRELP	5549	688169
rs193280350	FMOD	2331	828032
rs193280350	CNTN2	6900	863416
rs193280350	BTG2	7832	869919
rs193280350	LINC01136	730227	874212
rs193280350	LINC01353	100506775	890720
rs193280350	TMEM81	388730	903608
rs193280350	CHIT1	1118	905880
rs193280350	RBBP5	5929	906621
rs193280350	DSTYK	25778	962984
rs193280350	CHI3L1	1116	992772
rs78501968	C8B	732	562
rs78501968	DAB1	1600	29200
rs78501968	C8A	731	47357
rs78501968	FYB2	199920	145882
rs78501968	PRKAA2	5563	250243
rs78501968	PLPP3	8613	320277
rs78501968	LINC01767	105378744	549612
rs78501968	DAB1-AS1	101926890	894954
rs28396798	LRR1	122769	6071
rs28396798	RPS29	6235	9437
rs28396798	RPL36AL	6166	9918
rs28396798	MGAT2	4247	12194
rs28396798	DNAAF2	55172	16573
rs28396798	RN7SL1	6029	21723
rs28396798	POLE2	5427	34954
rs28396798	KLHDC1	122773	84504
rs28396798	KLHDC2	23588	159007
rs28396798	RN7SL3	378707	245015
rs28396798	RN7SL2	378706	253949
rs28396798	ARF6	382	284491
rs28396798	LINC01588	283551	318970
rs28396798	MIR6076	102464828	357798
rs28396798	VCPKMT	79609	500031
rs28396798	SOS2	6655	508519
rs28396798	L2HGDH	79944	628962
rs28396798	MIR4504	100616261	691254
rs28396798	ATP5S	27109	703725
rs28396798	CDKL1	8814	720803
rs28396798	MAP4K5	11183	809900
rs28396798	ATL1	51062	923908
rs2731673	F12	2161	3321
rs2731673	GRK6	2870	9693
rs2731673	PFN3	345456	12261
rs2731673	SLC34A1	6569	14049
rs2731673	PRR7	80758	33548
rs2731673	RGS14	10636	40296
rs2731673	DBN1	1627	43711
rs2731673	LMAN2	10960	61045
rs2731673	PDLIM7	9260	70497
rs2731673	DOK3	79930	89010
rs2731673	DDX41	51428	98680
rs2731673	MXD3	83463	100140
rs2731673	PRELID1	27166	105938
rs2731673	FAM193B	54540	106891
rs2731673	RAB24	53917	109153
rs2731673	NSD1	64324	112682
rs2731673	TMED9	54732	179261
rs2731673	B4GALT7	11285	187203
rs2731673	FAM153A	285596	295084
rs2731673	FGFR4	2264	314753
rs2731673	ZNF346	23567	331708
rs2731673	UIMC1	51720	390264
rs2731673	HK3	3101	513565
rs2731673	UNC5A	90249	532002
rs2731673	PROP1	5626	579338
rs2731673	FAM153C	653316	593508
rs2731673	LINC01574	102577424	669026
rs2731673	N4BP3	23138	700546
rs2731673	RMND5B	64777	718099
rs2731673	NHP2	55651	736563
rs2731673	TSPAN17	26262	753843
rs2731673	EIF4E1B	253314	766256
rs2731673	SNCB	6620	782341
rs2731673	MIR4281	100422962	783397
rs2731673	HNRNPAB	3182	791610
rs2731673	PHYKPL	85007	795600
rs2731673	GPRIN1	114787	802764
rs2731673	CDHR2	54825	816923
rs2731673	COL23A1	91522	824721
rs2731673	RNF44	22838	874872
rs2731673	FAF2	23197	902823
rs2731673	CLTB	1212	996328
rs1126605	C1RL	51279	21
rs1126605	C1R	715	2999
rs1126605	C1RL-AS1	283314	18444
rs1126605	C1S	716	18576
rs1126605	RBP5	83758	34076
rs1126605	CLSTN3	9746	40090
rs1126605	LPCAT3	10162	71098
rs1126605	PEX5	5830	99077
rs1126605	EMG1	10436	109667
rs1126605	PHB2	11331	118783
rs1126605	SCARNA12	677777	122002
rs1126605	MIR200CHG	105369635	125161
rs1126605	MIR141	406933	125417
rs1126605	MIR200C	406985	125842
rs1126605	PTPN6	5777	128292
rs1126605	C12orf57	113246	143605
rs1126605	RNU7-1	100147744	145730
rs1126605	ATN1	1822	147287
rs1126605	ENO2	2026	165910
rs1126605	LRRC23	10233	175365
rs1126605	SPSB2	84727	200250
rs1126605	SPSB2	105369632	200250
rs1126605	DSTNP2	171220	203822
rs1126605	ACSM4	341392	214676
rs1126605	TPI1	7167	218660
rs1126605	USP5	8078	222976
rs1126605	CDCA3	83461	237542
rs1126605	GNB3	2784	242215
rs1126605	P3H3	10536	249757
rs1126605	CD163L1	283316	257077
rs1126605	GPR162	27239	259636
rs1126605	CD4	920	268800
rs1126605	LAG3	3902	311153
rs1126605	PTMS	5763	318656
rs1126605	MLF2	8079	322133
rs1126605	COPS7A	50813	357733
rs1126605	CD163	9332	381205
rs1126605	PIANP	196500	388808
rs1126605	ZNF384	171017	400036
rs1126605	ING4	51147	426460
rs1126605	ACRBP	84519	442148
rs1126605	LPAR5	57121	453161
rs1126605	CHD4	1108	482132
rs1126605	SCARNA11	677780	507999
rs1126605	NOP2	4839	520917
rs1126605	IFFO1	25900	533525
rs1126605	GAPDH	2597	551234
rs1126605	NCAPD2	9918	557653
rs1126605	APOBEC1	339	559792
rs1126605	SCARNA10	692148	579057
rs1126605	MRPL51	51258	595767
rs1126605	VAMP1	6843	618621
rs1126605	DPPA3	359787	621846
rs1126605	TAPBPL	55080	623091
rs1126605	CD27	939	637890
rs1126605	CD27-AS1	678655	638041
rs1126605	CLEC4C	170482	639807
rs1126605	NANOGNB	360030	675608
rs1126605	LTBR	4055	698037
rs1126605	NANOG	79923	698186
rs1126605	SCNN1A	6337	711878
rs1126605	SLC2A14	144195	722904
rs1126605	TNFRSF1A	7132	747494
rs1126605	PLEKHG6	55200	761102
rs1126605	SLC2A3	6515	829622
rs1126605	CD9	928	851337
rs1126605	FOXJ2	55810	943095
rs1126605	VWF	7450	964838
rs1126605	C3AR1	719	968694
rs1126605	NECAP1	25977	987331
rs79795228	REG4	83998	5003
rs79795228	HMGCS2	3158	47758
rs79795228	PHGDH	26227	72437
rs79795228	ADAM30	11085	76870
rs79795228	NOTCH2	4853	94890
rs79795228	ZNF697	90874	168890
rs79795228	LINC00622	644242	217392
rs79795228	HSD3B1	3283	301609
rs79795228	SEC22B	9554	334235
rs79795228	HSD3B2	3284	393628
rs79795228	HAO2	51179	422533
rs79795228	HAO2-IT1	100874270	446332
rs79795228	LINC01780	105378934	460481
rs79795228	AL359915.2	101929147	540690
rs79795228	PFN1P2	767846	615541
rs79795228	WARS2	10352	675992
rs79795228	AL139420.1	105378933	815271
rs79795228	TBX15	6913	827107
rs79795228	NBPF26	101060684	907260
rs144830084	ARRB2	409	4317
rs144830084	AC091153.3	101559451	9277
rs144830084	PELP1	27043	10469
rs144830084	MED11	400569	16622
rs144830084	CXCL16	58191	18720
rs144830084	ZMYND15	84225	25209
rs144830084	TM4SF5	9032	57078
rs144830084	VMO1	284013	70479
rs144830084	ALOX15	246	72512
rs144830084	GLTPD2	388323	74153
rs144830084	PSMB6	5694	81338
rs144830084	PLD2	5338	92290
rs144830084	LINC01996	400568	97156
rs144830084	SMTNL2	342527	106487
rs144830084	MINK1	50488	118582
rs144830084	GGT6	124975	153988
rs144830084	MYBBP1A	10514	159175
rs144830084	SPNS2	124976	175771
rs144830084	CHRNE	1145	182968
rs144830084	C17orf107	100130311	184612
rs144830084	GP1BA	2811	217491
rs144830084	SLC25A11	8402	222324
rs144830084	RNF167	26001	225202
rs144830084	SPNS3	201305	226598
rs144830084	PFN1	5216	230846
rs144830084	ENO3	2027	233286
rs144830084	SPAG7	9552	244420
rs144830084	CAMTA2	23125	253186
rs144830084	MIR6864	102465521	254896
rs144830084	MIR6865	102465522	255280
rs144830084	INCA1	388324	273324
rs144830084	KIF1C	10749	283142
rs144830084	AC004771.1	102724009	304408
rs144830084	SLC52A1	55065	317794
rs144830084	UBE2G1	7326	348178
rs144830084	ZFP3	124961	363442
rs144830084	ZNF232	7775	390735
rs144830084	AC012146.1	101928000	396662
rs144830084	USP6	9098	401632
rs144830084	ANKFY1	51479	450829
rs144830084	ZNF594	84622	464730
rs144830084	AC087500.1	100130950	477278
rs144830084	SCIMP	388325	494155
rs144830084	CYB5D2	124936	527496
rs144830084	RABEP1	9135	567459
rs144830084	ZZEF1	23140	571786
rs144830084	NUP88	4927	646157
rs144830084	RPAIN	84268	704835
rs144830084	C1QBP	708	717971
rs144830084	DHX33	56919	726106
rs144830084	ATP2A3	489	750342
rs144830084	AC004148.1	105371506	754286
rs144830084	DERL2	51009	756445
rs144830084	MIS12	79003	771479
rs144830084	NLRP1	22861	784621
rs144830084	P2RX1	5023	798306
rs144830084	CAMKK1	84254	819915
rs144830084	NCBP3	55421	868555
rs144830084	ITGAE	3682	913563
rs144830084	HASPIN	83903	988107
rs2257167	IFNAR1	3454	16469
rs2257167	IL10RB	3588	33206
rs2257167	IFNGR2	3460	59503
rs2257167	IFNAR2	3455	77718
rs2257167	TMEM50B	757	89092
rs2257167	DNAJC28	54943	142137
rs2257167	GART	2618	160538
rs2257167	SON	6651	199225
rs2257167	MIR6501	102465248	207269
rs2257167	DONSON	29980	216149
rs2257167	AP000289.1	101928107	219690
rs2257167	CRYZL1	9946	245948
rs2257167	OLIG1	116448	270973
rs2257167	ITSN1	6453	299007
rs2257167	OLIG2	10215	314197
rs2257167	LINC01690	102724502	382827
rs2257167	C21orf62	56245	529650
rs2257167	ATP5O	539	560060
rs2257167	PAXBP1	94104	571535
rs2257167	LINC00649	100506334	572141
rs2257167	PAXBP1-AS1	100506215	600271
rs2257167	SYNJ1	8867	615345
rs2257167	MRPS6	64968	729831
rs2257167	SLC5A3	6526	730177
rs2257167	C21orf59	56683	730527
rs2257167	TCP10L	140290	756020
rs2257167	LINC00310	114036	814331
rs2257167	EVA1C	59271	827996
rs2257167	URB1-AS1	84996	949433
rs2257167	URB1	9875	950367
rs2257167	SNORA80A	677846	966071
rs708100	MIR4723	100616388	907
rs708100	TMEM199	147007	2042
rs708100	SEBOX	645832	2627
rs708100	SARM1	23098	2715
rs708100	POLDIP2	26073	4119
rs708100	VTN	7448	5635
rs708100	TNFAIP1	7126	14632
rs708100	IFT20	90410	26152
rs708100	TMEM97	27346	32956
rs708100	SLC46A1	113235	33115
rs708100	KRT18P55	284085	43858
rs708100	SLC13A2	9058	111652
rs708100	PPY2P	23614	113352
rs708100	PYY2	23615	133576
rs708100	FOXN1	8456	144602
rs708100	NLK	51701	165260
rs708100	UNC119	9094	185066
rs708100	PIGS	94005	191742
rs708100	ALDOC	230	211474
rs708100	SPAG5	10615	215924
rs708100	SGK494	124923	246323
rs708100	KIAA0100	9703	252799
rs708100	SDF2	6388	286715
rs708100	SUPT6H	6830	300450
rs708100	PROCA1	147011	341556
rs708100	RAB34	83871	352640
rs708100	RPL23A	6147	357752
rs708100	SNORD42B	26808	358909
rs708100	SNORD4A	26773	360941
rs708100	SNORD42A	26809	361788
rs708100	SNORD4B	26772	362041
rs708100	TLCD1	116238	362707
rs708100	NEK8	284086	364256
rs708100	TRAF4	9618	382343
rs708100	FAM222B	55731	394337
rs708100	LYRM9	201229	466889
rs708100	ERAL1	26284	493297
rs708100	MIR451A	574411	499728
rs708100	MIR451B	100616273	499730
rs708100	MIR144	406936	499892
rs708100	MIR4732	100616385	500014
rs708100	FLOT2	2319	517694
rs708100	DHRS13	147015	536140
rs708100	PHF12	57649	543609
rs708100	NOS2	4843	561142
rs708100	AC024267.4	101927018	564634
rs708100	PIPOX	51268	588872
rs708100	SEZ6	124925	593260
rs708100	MYO18A	399687	709483
rs708100	TIAF1	9220	711880
rs708100	LGALS9	3965	712081
rs708100	KSR1	8844	735203
rs708100	CRYBA1	1411	885222
rs708100	NUFIP2	57532	894195
rs708100	TBC1D3P5	440419	930018
rs74480769	C7	730	10830
rs74480769	MROH2B	133558	25908
rs74480769	CARD6	84674	111934
rs74480769	RPL37	6167	136774
rs74480769	SNORD72	619564	139374
rs74480769	C6	729	170125
rs74480769	PRKAA1	5562	173735
rs74480769	TTC33	23548	216134
rs74480769	PTGER4	5734	278374
rs74480769	PLCXD3	345557	334845
rs74480769	OXCT1	5019	757956
rs74480769	OXCT1-AS1	100874002	897921
rs74480769	C5orf51	285636	932079
rs74480769	FBXO4	26272	953145
rs5167	APOC4	346	288
rs5167	APOC2	344	774
rs5167	CLPTM1	1209	9377
rs5167	APOC1P1	342	13822
rs5167	APOC1	341	25859
rs5167	APOE	348	35815
rs5167	TOMM40	10452	41519
rs5167	NECTIN2	5819	55980
rs5167	RELB	5971	56222
rs5167	CLASRP	11129	93832
rs5167	BCAM	4059	123788
rs5167	ZNF296	162979	126292
rs5167	AC011489.1	105372419	131302
rs5167	GEMIN7	79760	133987
rs5167	MARK4	57787	134080
rs5167	CBLC	23624	144574
rs5167	PPP1R37	284352	146188
rs5167	BCL3	602	185164
rs5167	MIR8085	102465879	186487
rs5167	NKPD1	284353	204542
rs5167	TRAPPC6A	79090	217720
rs5167	BLOC1S3	388552	233537
rs5167	CEACAM16	388551	234494
rs5167	CEACAM19	56971	260849
rs5167	EXOC3L2	90332	267413
rs5167	PVR	5817	281625
rs5167	MIR4531	100616355	291476
rs5167	IGSF23	147710	308427
rs5167	CEACAM22P	388550	324387
rs5167	CKM	1158	361206
rs5167	KLC3	147700	388226
rs5167	ERCC2	2068	404629
rs5167	CEACAM20	125931	415420
rs5167	PPP1R13L	10848	434426
rs5167	ZNF180	7733	444684
rs5167	CD3EAP	10849	461001
rs5167	ERCC1	2067	462125
rs5167	MIR6088	102464836	491446
rs5167	ZNF229	7772	496630
rs5167	FOSB	2354	522787
rs5167	RTN2	6253	540081
rs5167	PPM1N	147699	543569
rs5167	ZNF285	26974	543600
rs5167	VASP	7408	561371
rs5167	ZNF112	7771	577991
rs5167	OPA3	80207	582219
rs5167	ZNF235	9310	640162
rs5167	GPR4	2828	644556
rs5167	EML2	24139	661786
rs5167	ZNF233	353355	669891
rs5167	MIR330	442902	693786
rs5167	EML2-AS1	100287177	696286
rs5167	ZNF227	7770	707940
rs5167	GIPR	2696	723036
rs5167	MIR642A	693227	729720
rs5167	MIR642B	100500845	729724
rs5167	SNRPD2	6633	742246
rs5167	QPCTL	54814	747275
rs5167	FBXO46	23403	765421
rs5167	ZNF226	7769	766827
rs5167	ZNF234	10780	784899
rs5167	BHMG1	388553	788043
rs5167	ZNF225	7768	810392
rs5167	SIX5	147912	819577
rs5167	DM1-AS	109729182	822588
rs5167	DMPK	1760	824509
rs5167	AC021092.1	100379224	832063
rs5167	ZNF224	7767	835322
rs5167	DMWD	1762	837739
rs5167	RSPH6A	81492	850502
rs5167	ZNF284	342909	855595
rs5167	SYMPK	8189	870202
rs5167	ZNF223	7766	877217
rs5167	ZNF222	7673	912096
rs5167	FOXA3	3171	918781
rs5167	ZNF230	7773	931282
rs5167	IRF2BP1	26145	938399
rs5167	AC006213.1	101928063	942372
rs5167	MYPOP	339344	944812
rs5167	ZNF155	7711	946883
rs5167	NANOS2	339345	968006
rs5167	ZNF221	7638	977499
rs5167	NOVA2	4858	988526
rs9526137	CPB2	1361	13928
rs9526137	CPB2-AS1	100509894	14308
rs9526137	ZC3H13	23091	14355
rs9526137	LCP1	3936	58806
rs9526137	LRRC63	220416	144829
rs9526137	SIAH3	283514	215378
rs9526137	LINC00563	100861554	229331
rs9526137	RUBCNL	80183	274886
rs9526137	SPERT	220082	352555
rs9526137	ERICH6B	220081	451375
rs9526137	LRCH1	23143	486054
rs9526137	COG3	83548	530484
rs9526137	SLC25A30-AS1	100874259	646743
rs9526137	SLC25A30	253512	648659
rs9526137	ESD	2098	704142
rs9526137	TPT1	7178	725744
rs9526137	SNORA31	677814	729505
rs9526137	SNORA31	109616966	730667
rs9526137	HTR2A	3356	764436
rs9526137	GTF2F2	2963	782205
rs9526137	HTR2A-AS1	100874082	785029
rs9526137	KCTD4	386618	872397
rs2073867	POLDIP2	26073	4757
rs2073867	TNFAIP1	7126	4925
rs2073867	TMEM199	147007	5647
rs2073867	MIR4723	100616388	8720
rs2073867	SEBOX	645832	12334
rs2073867	SARM1	23098	12422
rs2073867	VTN	7448	15342
rs2073867	IFT20	90410	16445
rs2073867	TMEM97	27346	23249
rs2073867	KRT18P55	284085	34151
rs2073867	SLC46A1	113235	42822
rs2073867	PPY2P	23614	103645
rs2073867	SLC13A2	9058	121359
rs2073867	PYY2	23615	123869
rs2073867	FOXN1	8456	154309
rs2073867	NLK	51701	155553
rs2073867	UNC119	9094	194773
rs2073867	PIGS	94005	201449
rs2073867	ALDOC	230	221181
rs2073867	SPAG5	10615	225631
rs2073867	SGK494	124923	256030
rs2073867	KIAA0100	9703	262506
rs2073867	SDF2	6388	296422
rs2073867	SUPT6H	6830	310157
rs2073867	PROCA1	147011	351263
rs2073867	RAB34	83871	362347
rs2073867	RPL23A	6147	367459
rs2073867	SNORD42B	26808	368616
rs2073867	SNORD4A	26773	370648
rs2073867	SNORD42A	26809	371495
rs2073867	SNORD4B	26772	371748
rs2073867	TLCD1	116238	372414
rs2073867	NEK8	284086	373963
rs2073867	TRAF4	9618	392050
rs2073867	FAM222B	55731	404044
rs2073867	LYRM9	201229	457182
rs2073867	ERAL1	26284	503004
rs2073867	MIR451A	574411	509435
rs2073867	MIR451B	100616273	509437
rs2073867	MIR144	406936	509599
rs2073867	MIR4732	100616385	509721
rs2073867	FLOT2	2319	527401
rs2073867	DHRS13	147015	545847
rs2073867	NOS2	4843	551435
rs2073867	PHF12	57649	553316
rs2073867	AC024267.4	101927018	574341
rs2073867	PIPOX	51268	598579
rs2073867	SEZ6	124925	602967
rs2073867	LGALS9	3965	702374
rs2073867	MYO18A	399687	719190
rs2073867	TIAF1	9220	721587
rs2073867	KSR1	8844	725496
rs2073867	CRYBA1	1411	894929
rs2073867	NUFIP2	57532	903902
rs2073867	TBC1D3P5	440419	920311
rs74480769	C7	730	10830
rs74480769	MROH2B	133558	25908
rs74480769	CARD6	84674	111934
rs74480769	RPL37	6167	136774
rs74480769	SNORD72	619564	139374
rs74480769	C6	729	170125
rs74480769	PRKAA1	5562	173735
rs74480769	TTC33	23548	216134
rs74480769	PTGER4	5734	278374
rs74480769	PLCXD3	345557	334845
rs74480769	OXCT1	5019	757956
rs74480769	OXCT1-AS1	100874002	897921
rs74480769	C5orf51	285636	932079
rs74480769	FBXO4	26272	953145
rs77542162	ABCA6	23460	6435
rs77542162	MIR4524B	100847008	14405
rs77542162	MIR4524A	100616316	14427
rs77542162	ABCA9	10350	24073
rs77542162	ABCA9-AS1	104355297	42353
rs77542162	ABCA10	10349	62077
rs77542162	ABCA8	10351	129745
rs77542162	PRO1804	100133319	147826
rs77542162	ABCA5	23461	159174
rs77542162	LINC01482	101928104	321255
rs77542162	MAP2K6	5608	329561
rs77542162	FAM20A	54757	483748
rs77542162	PRKAR1A	5573	533818
rs77542162	WIPI1	55062	627624
rs77542162	MIR635	693220	660589
rs77542162	ARSG	22901	662406
rs77542162	SLC16A6	9120	793870
rs77542162	AMZ2	51321	827973
rs77542162	LINC01497	102723487	876570
rs77542162	LINC01028	101928141	966140
rs77542162	KCNJ16	3773	968292
rs1157745	PON1	5444	12981
rs1157745	PPP1R9A	55607	15311
rs1157745	PON3	5446	48218
rs1157745	PON2	5445	93137
rs1157745	ASB4	51666	166718
rs1157745	PDK4	5166	271773
rs1157745	DYNC1I1	1780	460780
